"variable" "ht.code" "age_adult" "count_n_" "n_denom" "rate_strat" "year" "aggr_level"
"opr_patients" 3 "18+" 81 4213410 1.92243337344336 2006 "age"
"opr_patients" 4 "18+" 270 4213410 6.40811124481121 2006 "age"
"opr_patients" 1 "<18" 86 1209894 7.1080607061445 2006 "age"
"opr_patients" 2 "<18" 87 1209894 7.1907125748206 2006 "age"
"opr_patients" 3 "<18" 210 1209894 17.3568924219808 2006 "age"
"opr_patients" 4 "<18" 383 1209894 31.6556657029459 2006 "age"
"prevalence" 1 "18+" 5894 4233159 139.234080269605 2007 "age"
"prevalence" 2 "18+" 4262 4233159 100.681311521726 2007 "age"
"prevalence" 3 "18+" 2232 4233159 52.7265807875395 2007 "age"
"prevalence" 4 "18+" 11149 4233159 263.37305071697 2007 "age"
"prevalence" 1 "<18" 8177 1213914 673.606202745829 2007 "age"
"prevalence" 2 "<18" 4278 1213914 352.413762424686 2007 "age"
"prevalence" 3 "<18" 2043 1213914 168.298577988227 2007 "age"
"prevalence" 4 "<18" 13233 1213914 1090.11017254929 2007 "age"
"incidence" 1 "18+" 22 4233159 0.519706441454243 2007 "age"
"incidence" 2 "18+" 39 4233159 0.921297782577975 2007 "age"
"incidence" 3 "18+" NA 4233159 NA 2007 "age"
"incidence" 4 "18+" 69 4233159 1.62998838456103 2007 "age"
"incidence" 1 "<18" 687 1213914 56.5937949475828 2007 "age"
"incidence" 2 "<18" 286 1213914 23.56015335518 2007 "age"
"incidence" 3 "<18" 129 1213914 10.6267824574064 2007 "age"
"incidence" 4 "<18" 1052 1213914 86.6618228309419 2007 "age"
"opr" 1 "18+" 100 4233159 2.36230200661019 2007 "age"
"opr" 2 "18+" 159 4233159 3.75606019051021 2007 "age"
"opr" 3 "18+" 132 4233159 3.11823864872546 2007 "age"
"opr" 4 "18+" 391 4233159 9.23660084584586 2007 "age"
"opr" 1 "<18" 93 1213914 7.66116874836273 2007 "age"
"opr" 2 "<18" 93 1213914 7.66116874836273 2007 "age"
"opr" 3 "<18" 276 1213914 22.7363717693346 2007 "age"
"opr" 4 "<18" 462 1213914 38.05870926606 2007 "age"
"opr_patients" 1 "18+" 89 4233159 2.10244878588307 2007 "age"
"opr_patients" 2 "18+" 135 4233159 3.18910770892376 2007 "age"
"opr_patients" 3 "18+" 87 4233159 2.05520274575087 2007 "age"
"opr_patients" 4 "18+" 311 4233159 7.3467592405577 2007 "age"
"opr_patients" 1 "<18" 90 1213914 7.4140342726091 2007 "age"
"opr_patients" 2 "<18" 80 1213914 6.59025268676364 2007 "age"
"opr_patients" 3 "<18" 205 1213914 16.8875225098318 2007 "age"
"opr_patients" 4 "<18" 375 1213914 30.8918094692046 2007 "age"
"prevalence" 1 "18+" 6343 4260210 148.889373997995 2008 "age"
"prevalence" 2 "18+" 4637 4260210 108.844399689217 2008 "age"
"prevalence" 3 "18+" 2345 4260210 55.0442349086078 2008 "age"
"prevalence" 4 "18+" 11993 4260210 281.51194424688 2008 "age"
"prevalence" 1 "<18" 8512 1215469 700.305807881567 2008 "age"
"prevalence" 2 "<18" 4347 1215469 357.639725900044 2008 "age"
"prevalence" 3 "<18" 2063 1215469 169.728721999492 2008 "age"
"prevalence" 4 "<18" 13645 1215469 1122.61193004511 2008 "age"
"incidence" 1 "18+" 19 4260210 0.44598740437678 2008 "age"
"incidence" 2 "18+" 47 4260210 1.10323200030045 2008 "age"
"incidence" 3 "18+" 13 2170543 0.59892847089415 2008 "age"
"incidence" 4 "18+" 76 4260210 1.78394961750712 2008 "age"
"incidence" 1 "<18" 733 1215469 60.3059395179968 2008 "age"
"incidence" 2 "<18" 357 1215469 29.3713784555591 2008 "age"
"incidence" 3 "<18" 159 1215469 13.0813702365095 2008 "age"
"incidence" 4 "<18" 1200 1215469 98.7273225396946 2008 "age"
"opr" 1 "18+" 95 4260210 2.2299370218839 2008 "age"
"opr" 2 "18+" 150 4260210 3.52095319244826 2008 "age"
"opr" 3 "18+" 116 4260210 2.72287046882665 2008 "age"
"opr" 4 "18+" 361 4260210 8.47376068315881 2008 "age"
"opr" 1 "<18" 84 1215469 6.91091257777862 2008 "age"
"opr" 2 "<18" 90 1215469 7.40454919047709 2008 "age"
"opr" 3 "<18" 240 1215469 19.7454645079389 2008 "age"
"opr" 4 "<18" 414 1215469 34.0609262761946 2008 "age"
"opr_patients" 1 "18+" 89 4260210 2.08909889418597 2008 "age"
"opr_patients" 2 "18+" 131 4260210 3.07496578807148 2008 "age"
"opr_patients" 3 "18+" 89 4260210 2.08909889418597 2008 "age"
"opr_patients" 4 "18+" 309 4260210 7.25316357644342 2008 "age"
"opr_patients" 1 "<18" 84 1215469 6.91091257777862 2008 "age"
"opr_patients" 2 "<18" 72 1215469 5.92363935238167 2008 "age"
"opr_patients" 3 "<18" 191 1215469 15.7140988375681 2008 "age"
"opr_patients" 4 "<18" 347 1215469 28.5486507677283 2008 "age"
"prevalence" 1 "18+" 6814 4294059 158.68435901789 2009 "age"
"prevalence" 2 "18+" 5045 4294059 117.487905964962 2009 "age"
"prevalence" 3 "18+" 2538 4294059 59.1049168164667 2009 "age"
"prevalence" 4 "18+" 12939 4294059 301.323293415391 2009 "age"
"prevalence" 1 "<18" 8855 1217184 727.498882666877 2009 "age"
"prevalence" 2 "<18" 4478 1217184 367.898362121093 2009 "age"
"prevalence" 3 "<18" 2096 1217184 172.200751899466 2009 "age"
"prevalence" 4 "<18" 14097 1217184 1158.1650761101 2009 "age"
"incidence" 1 "18+" 33 4294059 0.768503646549803 2009 "age"
"incidence" 2 "18+" 45 4294059 1.04795951802246 2009 "age"
"incidence" 3 "18+" 29 4294059 0.675351689392251 2009 "age"
"incidence" 4 "18+" 103 4294059 2.39866289680696 2009 "age"
"incidence" 1 "<18" 750 1217184 61.6176354602098 2009 "age"
"incidence" 2 "<18" 351 1217184 28.8370533953782 2009 "age"
"incidence" 3 "<18" 151 1217184 12.4056839393222 2009 "age"
"incidence" 4 "<18" 1206 1217184 99.0811578200174 2009 "age"
"opr" 1 "18+" 113 4294059 2.63154278970084 2009 "age"
"opr" 2 "18+" 155 4294059 3.60963833985513 2009 "age"
"opr" 3 "18+" 107 4294059 2.49181485396451 2009 "age"
"opr" 4 "18+" 375 4294059 8.73299598352049 2009 "age"
"opr" 1 "<18" 102 1217184 8.37999842258853 2009 "age"
"opr" 2 "<18" 102 1217184 8.37999842258853 2009 "age"
"opr" 3 "<18" 243 1217184 19.964113889108 2009 "age"
"opr" 4 "<18" 447 1217184 36.724110734285 2009 "age"
"opr_patients" 1 "18+" 107 4294059 2.49181485396451 2009 "age"
"opr_patients" 2 "18+" 132 4294059 3.07401458619921 2009 "age"
"opr_patients" 3 "18+" 84 4294059 1.95619110030859 2009 "age"
"opr_patients" 4 "18+" 323 4294059 7.52202054047231 2009 "age"
"opr_patients" 1 "<18" 97 1217184 7.96921418618713 2009 "age"
"opr_patients" 2 "<18" 72 1217184 5.91529300418014 2009 "age"
"opr_patients" 3 "<18" 180 1217184 14.7882325104504 2009 "age"
"opr_patients" 4 "<18" 349 1217184 28.6727397008176 2009 "age"
"prevalence" 1 "18+" 7346 4319134 170.080391115441 2010 "age"
"prevalence" 2 "18+" 5499 4319134 127.317189047619 2010 "age"
"prevalence" 3 "18+" 2692 4319134 62.3273091318769 2010 "age"
"prevalence" 4 "18+" 13972 4319134 323.490773844942 2010 "age"
"prevalence" 1 "<18" 9213 1215495 757.962805276862 2010 "age"
"prevalence" 2 "<18" 4519 1215495 371.782689357011 2010 "age"
"prevalence" 3 "<18" 2138 1215495 175.895417093448 2010 "age"
"prevalence" 4 "<18" 14533 1215495 1195.64457278722 2010 "age"
"incidence" 1 "18+" 35 4319134 0.810347629872099 2010 "age"
"incidence" 2 "18+" 53 4319134 1.22709783952061 2010 "age"
"incidence" 3 "18+" 27 4319134 0.625125314472762 2010 "age"
"incidence" 4 "18+" 109 4319134 2.52365404731597 2010 "age"
"incidence" 1 "<18" 761 1215495 62.6082377961242 2010 "age"
"incidence" 2 "<18" 348 1215495 28.6303111078203 2010 "age"
"incidence" 3 "<18" 155 1215495 12.7520063842303 2010 "age"
"incidence" 4 "<18" 1218 1215495 100.206088877371 2010 "age"
"opr" 1 "18+" 107 4319134 2.47734846846613 2010 "age"
"opr" 2 "18+" 131 4319134 3.03301541466414 2010 "age"
"opr" 3 "18+" 86 4319134 1.99113989054287 2010 "age"
"opr" 4 "18+" 324 4319134 7.50150377367315 2010 "age"
"opr" 1 "<18" 111 1215495 9.1320819912875 2010 "age"
"opr" 2 "<18" 85 1215495 6.99303575909403 2010 "age"
"opr" 3 "<18" 290 1215495 23.8585925898502 2010 "age"
"opr" 4 "<18" 486 1215495 39.9837103402318 2010 "age"
"opr_patients" 1 "18+" 100 4319134 2.31527894249171 2010 "age"
"opr_patients" 2 "18+" 120 4319134 2.77833473099006 2010 "age"
"opr_patients" 3 "18+" 74 4319134 1.71330641744387 2010 "age"
"opr_patients" 4 "18+" 294 4319134 6.80692009092563 2010 "age"
"opr_patients" 1 "<18" 98 1215495 8.06255887519077 2010 "age"
"opr_patients" 2 "<18" 59 1215495 4.85398952690056 2010 "age"
"opr_patients" 3 "<18" 188 1215495 15.4669496789374 2010 "age"
"opr_patients" 4 "<18" 345 1215495 28.3834980810287 2010 "age"
"prevalence" 1 "18+" 7915 4349493 181.975232515606 2011 "age"
"prevalence" 2 "18+" 5968 4349493 137.211394523454 2011 "age"
"prevalence" 3 "18+" 2884 4349493 66.3065787207842 2011 "age"
"prevalence" 4 "18+" 15075 4349493 346.592120047095 2011 "age"
"prevalence" 1 "<18" 9493 1211018 783.885953800852 2011 "age"
"prevalence" 2 "<18" 4502 1211018 371.753351312697 2011 "age"
"prevalence" 3 "<18" 2171 1211018 179.270663194106 2011 "age"
"prevalence" 4 "<18" 14832 1211018 1224.75471049976 2011 "age"
"incidence" 1 "18+" 36 4349493 0.827682674739332 2011 "age"
"incidence" 2 "18+" 68 4349493 1.56340060784096 2011 "age"
"incidence" 3 "18+" 26 4349493 0.597770820645073 2011 "age"
"incidence" 4 "18+" 128 4349493 2.94287173240651 2011 "age"
"incidence" 1 "<18" 713 1211018 58.8760860697364 2011 "age"
"incidence" 2 "<18" 322 1211018 26.5892001605261 2011 "age"
"incidence" 3 "<18" 165 1211018 13.6249007033752 2011 "age"
"incidence" 4 "<18" 1151 1211018 95.0440043005141 2011 "age"
"opr" 1 "18+" 130 4349493 2.98885410322536 2011 "age"
"opr" 2 "18+" 187 4349493 4.29935167156264 2011 "age"
"opr" 3 "18+" 117 4349493 2.68996869290283 2011 "age"
"opr" 4 "18+" 434 4349493 9.97817446769083 2011 "age"
"opr" 1 "<18" 98 1211018 8.09236526624708 2011 "age"
"opr" 2 "<18" 83 1211018 6.8537379295766 2011 "age"
"opr" 3 "<18" 199 1211018 16.4324559998282 2011 "age"
"opr" 4 "<18" 380 1211018 31.3785591956519 2011 "age"
"opr_patients" 1 "18+" 121 4349493 2.78193343454053 2011 "age"
"opr_patients" 2 "18+" 146 4349493 3.35671306977618 2011 "age"
"opr_patients" 3 "18+" 84 4349493 1.93125957439177 2011 "age"
"opr_patients" 4 "18+" 351 4349493 8.06990607870848 2011 "age"
"opr_patients" 1 "<18" 93 1211018 7.67948948735692 2011 "age"
"opr_patients" 2 "<18" 69 1211018 5.69768574868417 2011 "age"
"opr_patients" 3 "<18" 146 1211018 12.0559727435926 2011 "age"
"opr_patients" 4 "<18" 308 1211018 25.4331479796337 2011 "age"
"prevalence" 1 "18+" 8524 4378139 194.694595123636 2012 "age"
"prevalence" 2 "18+" 6479 4378139 147.985251267719 2012 "age"
"prevalence" 3 "18+" 3064 4378139 69.9840731415791 2012 "age"
"prevalence" 4 "18+" 16267 4378139 371.55056063775 2012 "age"
"prevalence" 1 "<18" 9701 1202279 806.884258978157 2012 "age"
"prevalence" 2 "<18" 4506 1202279 374.788214715553 2012 "age"
"prevalence" 3 "<18" 2179 1202279 181.239130018906 2012 "age"
"prevalence" 4 "<18" 15060 1202279 1252.62106382961 2012 "age"
"incidence" 1 "18+" 31 4378139 0.708063403194828 2012 "age"
"incidence" 2 "18+" 67 4378139 1.5303305810985 2012 "age"
"incidence" 3 "18+" 28 4378139 0.639541138369522 2012 "age"
"incidence" 4 "18+" 126 4378139 2.87793512266285 2012 "age"
"incidence" 1 "<18" 742 1202279 61.7161241275943 2012 "age"
"incidence" 2 "<18" 318 1202279 26.4497674832547 2012 "age"
"incidence" 3 "<18" 164 1202279 13.6407605888483 2012 "age"
"incidence" 4 "<18" 1166 1202279 96.982480771934 2012 "age"
"opr" 1 "18+" 121 4378139 2.76373134795401 2012 "age"
"opr" 2 "18+" 161 4378139 3.67736154562475 2012 "age"
"opr" 3 "18+" 94 4378139 2.14703096452625 2012 "age"
"opr" 4 "18+" 376 4378139 8.58812385810501 2012 "age"
"opr" 1 "<18" 114 1202279 9.48199211663848 2012 "age"
"opr" 2 "<18" 109 1202279 9.0661152694175 2012 "age"
"opr" 3 "<18" 235 1202279 19.5462118193863 2012 "age"
"opr" 4 "<18" 458 1202279 38.0943192054423 2012 "age"
"opr_patients" 1 "18+" 107 4378139 2.44396077876924 2012 "age"
"opr_patients" 2 "18+" 132 4378139 3.01497965231346 2012 "age"
"opr_patients" 3 "18+" 77 4378139 1.75873813051618 2012 "age"
"opr_patients" 4 "18+" 316 4378139 7.21767856159889 2012 "age"
"opr_patients" 1 "<18" 112 1202279 9.31564137775009 2012 "age"
"opr_patients" 2 "<18" 76 1202279 6.32132807775899 2012 "age"
"opr_patients" 3 "<18" 178 1202279 14.8052157610671 2012 "age"
"opr_patients" 4 "<18" 366 1202279 30.4421852165762 2012 "age"
"prevalence" 1 "18+" 9121 4412224 206.721145617267 2013 "age"
"prevalence" 2 "18+" 7046 4412224 159.692708257786 2013 "age"
"prevalence" 3 "18+" 3208 4412224 72.7070973731161 2013 "age"
"prevalence" 4 "18+" 17482 4412224 396.217417792025 2013 "age"
"prevalence" 1 "<18" 9952 1190299 836.092443999365 2013 "age"
"prevalence" 2 "<18" 4450 1190299 373.855644674153 2013 "age"
"prevalence" 3 "<18" 2234 1190299 187.683934876867 2013 "age"
"prevalence" 4 "<18" 15283 1190299 1283.96310506856 2013 "age"
"incidence" 1 "18+" 42 4412224 0.951900900770224 2013 "age"
"incidence" 2 "18+" 77 4412224 1.74515165141208 2013 "age"
"incidence" 3 "18+" 17 4412224 0.385293221740329 2013 "age"
"incidence" 4 "18+" 135 4412224 3.05968146676143 2013 "age"
"incidence" 1 "<18" 656 1190299 55.1122029002797 2013 "age"
"incidence" 2 "<18" 301 1190299 25.2877638307686 2013 "age"
"incidence" 3 "<18" 144 1190299 12.0978006366468 2013 "age"
"incidence" 4 "<18" 1054 1190299 88.5491796599006 2013 "age"
"opr" 1 "18+" 130 4412224 2.94635993095545 2013 "age"
"opr" 2 "18+" 161 4412224 3.64895345295252 2013 "age"
"opr" 3 "18+" 114 4412224 2.58373101637632 2013 "age"
"opr" 4 "18+" 405 4412224 9.1790444002843 2013 "age"
"opr" 1 "<18" 93 1190299 7.8131629111677 2013 "age"
"opr" 2 "<18" 118 1190299 9.91347552169665 2013 "age"
"opr" 3 "<18" 211 1190299 17.7266384328643 2013 "age"
"opr" 4 "<18" 422 1190299 35.4532768657287 2013 "age"
"opr_patients" 1 "18+" 110 4412224 2.49307378773154 2013 "age"
"opr_patients" 2 "18+" 136 4412224 3.08234577392263 2013 "age"
"opr_patients" 3 "18+" 88 4412224 1.99445903018523 2013 "age"
"opr_patients" 4 "18+" 334 4412224 7.5698785918394 2013 "age"
"opr_patients" 1 "<18" 89 1190299 7.47711289348307 2013 "age"
"opr_patients" 2 "<18" 79 1190299 6.63698784927149 2013 "age"
"opr_patients" 3 "<18" 164 1190299 13.7780507250699 2013 "age"
"opr_patients" 4 "<18" 332 1190299 27.8921514678245 2013 "age"
"prevalence" 1 "18+" 9740 4449732 218.889587058277 2014 "age"
"prevalence" 2 "18+" 7710 4449732 173.268862034837 2014 "age"
"prevalence" 3 "18+" 3385 4449732 76.0719971449966 2014 "age"
"prevalence" 4 "18+" 18812 4449732 422.767034059579 2014 "age"
"prevalence" 1 "<18" 10101 1177414 857.897052353718 2014 "age"
"prevalence" 2 "<18" 4377 1177414 371.746896163966 2014 "age"
"prevalence" 3 "<18" 2237 1177414 189.992644898056 2014 "age"
"prevalence" 4 "<18" 15381 1177414 1306.33744800045 2014 "age"
"incidence" 1 "18+" 41 4449732 0.92140380589213 2014 "age"
"incidence" 2 "18+" 93 4449732 2.09001351092605 2014 "age"
"incidence" 3 "18+" 18 4449732 0.404518744050203 2014 "age"
"incidence" 4 "18+" 150 4449732 3.3709895337517 2014 "age"
"incidence" 1 "<18" 690 1177414 58.6030062492887 2014 "age"
"incidence" 2 "<18" 323 1177414 27.4330014761163 2014 "age"
"incidence" 3 "<18" 157 1177414 13.3343072190411 2014 "age"
"incidence" 4 "<18" 1123 1177414 95.3785159680452 2014 "age"
"opr" 1 "18+" 150 4449732 3.3709895337517 2014 "age"
"opr" 2 "18+" 202 4449732 4.53959923878562 2014 "age"
"opr" 3 "18+" 148 4449732 3.32604300663501 2014 "age"
"opr" 4 "18+" 500 4449732 11.2366317791723 2014 "age"
"opr" 1 "<18" 80 1177414 6.79455144919289 2014 "age"
"opr" 2 "<18" 98 1177414 8.32332552526129 2014 "age"
"opr" 3 "<18" 176 1177414 14.9480131882244 2014 "age"
"opr" 4 "<18" 354 1177414 30.0658901626785 2014 "age"
"opr_patients" 1 "18+" 123 4449732 2.76421141767639 2014 "age"
"opr_patients" 2 "18+" 165 4449732 3.70808848712687 2014 "age"
"opr_patients" 3 "18+" 99 4449732 2.22485309227612 2014 "age"
"opr_patients" 4 "18+" 387 4449732 8.69715299707937 2014 "age"
"opr_patients" 1 "<18" 76 1177414 6.45482387673325 2014 "age"
"opr_patients" 2 "<18" 70 1177414 5.94523251804378 2014 "age"
"opr_patients" 3 "<18" 125 1177414 10.6164866393639 2014 "age"
"opr_patients" 4 "<18" 271 1177414 23.0165430341409 2014 "age"
"prevalence" 1 "18+" 10424 4489758 232.172869896328 2015 "age"
"prevalence" 2 "18+" 8379 4489758 186.624757949092 2015 "age"
"prevalence" 3 "18+" 3543 4489758 78.9129391829136 2015 "age"
"prevalence" 4 "18+" 20198 4489758 449.868344797203 2015 "age"
"prevalence" 1 "<18" 10262 1169882 877.182485071144 2015 "age"
"prevalence" 2 "<18" 4360 1169882 372.687159901597 2015 "age"
"prevalence" 3 "<18" 2264 1169882 193.523791288352 2015 "age"
"prevalence" 4 "<18" 15556 1169882 1329.70675674983 2015 "age"
"incidence" 1 "18+" 42 4489758 0.935462445860111 2015 "age"
"incidence" 2 "18+" 109 4489758 2.42774777616076 2015 "age"
"incidence" 3 "18+" 25 4489758 0.556822884440542 2015 "age"
"incidence" 4 "18+" 174 4489758 3.87548727570617 2015 "age"
"incidence" 1 "<18" 723 1169882 61.8011047268015 2015 "age"
"incidence" 2 "<18" 366 1169882 31.2852065421983 2015 "age"
"incidence" 3 "<18" 146 1169882 12.4798911343195 2015 "age"
"incidence" 4 "<18" 1194 1169882 102.061575440942 2015 "age"
"opr" 1 "18+" 118 4489758 2.62820401455936 2015 "age"
"opr" 2 "18+" 206 4489758 4.58822056779007 2015 "age"
"opr" 3 "18+" 158 4489758 3.51912062966423 2015 "age"
"opr" 4 "18+" 482 4489758 10.7355452120137 2015 "age"
"opr" 1 "<18" 88 1169882 7.5221261631515 2015 "age"
"opr" 2 "<18" 107 1169882 9.14622158474103 2015 "age"
"opr" 3 "<18" 179 1169882 15.3006884455013 2015 "age"
"opr" 4 "<18" 374 1169882 31.9690361933939 2015 "age"
"opr_patients" 1 "18+" 111 4489758 2.47229360691601 2015 "age"
"opr_patients" 2 "18+" 175 4489758 3.8977601910838 2015 "age"
"opr_patients" 3 "18+" 85 4489758 1.89319780709784 2015 "age"
"opr_patients" 4 "18+" 371 4489758 8.26325160509765 2015 "age"
"opr_patients" 1 "<18" 83 1169882 7.09473263115425 2015 "age"
"opr_patients" 2 "<18" 83 1169882 7.09473263115425 2015 "age"
"opr_patients" 3 "<18" 138 1169882 11.7960614831239 2015 "age"
"opr_patients" 4 "<18" 304 1169882 25.9855267454324 2015 "age"
"prevalence" 1 "18+" 11019 4539681 242.726306099481 2016 "age"
"prevalence" 2 "18+" 9091 4539681 200.256361625409 2016 "age"
"prevalence" 3 "18+" 3733 4539681 82.2304474697672 2016 "age"
"prevalence" 4 "18+" 21579 4539681 475.341769608922 2016 "age"
"prevalence" 1 "<18" 10493 1167448 898.798062097841 2016 "age"
"prevalence" 2 "<18" 4382 1167448 375.348623664609 2016 "age"
"prevalence" 3 "<18" 2248 1167448 192.556756275226 2016 "age"
"prevalence" 4 "<18" 15810 1167448 1354.23590601037 2016 "age"
"incidence" 1 "18+" 55 4539681 1.211538872445 2016 "age"
"incidence" 2 "18+" 110 4539681 2.42307774489 2016 "age"
"incidence" 3 "18+" 26 4539681 0.572727466974001 2016 "age"
"incidence" 4 "18+" 189 4539681 4.16328812531101 2016 "age"
"incidence" 1 "<18" 725 1167448 62.1012670371614 2016 "age"
"incidence" 2 "<18" 296 1167448 25.3544483351721 2016 "age"
"incidence" 3 "<18" 106 1167448 9.07963352543325 2016 "age"
"incidence" 4 "<18" 1103 1167448 94.4795828165366 2016 "age"
"opr" 1 "18+" 151 4539681 3.32622490434901 2016 "age"
"opr" 2 "18+" 228 4539681 5.02237932577201 2016 "age"
