"variable" "ht.code" "sex" "count_n_" "n_denom" "rate_strat" "year" "aggr_level"
"opr" 2 "f" 92 2739658 3.35808338121036 2006 "sex"
"opr" 3 "f" 145 2739658 5.29263141603806 2006 "sex"
"opr" 4 "f" 333 2739658 12.1548018037288 2006 "sex"
"opr" 1 "m" 97 2683646 3.61448566614226 2006 "sex"
"opr" 2 "m" 143 2683646 5.32857165214786 2006 "sex"
"opr" 3 "m" 236 2683646 8.79400636298528 2006 "sex"
"opr" 4 "m" 476 2683646 17.7370636812754 2006 "sex"
"opr_patients" 1 "f" 91 2739658 3.32158247489285 2006 "sex"
"opr_patients" 2 "f" 74 2739658 2.70106706749529 2006 "sex"
"opr_patients" 3 "f" 121 2739658 4.41660966441797 2006 "sex"
"opr_patients" 4 "f" 286 2739658 10.4392592068061 2006 "sex"
"opr_patients" 1 "m" 86 2683646 3.20459553905396 2006 "sex"
"opr_patients" 2 "m" 116 2683646 4.32247770384022 2006 "sex"
"opr_patients" 3 "m" 173 2683646 6.44645381693413 2006 "sex"
"opr_patients" 4 "m" 375 2683646 13.9735270598283 2006 "sex"
"prevalence" 1 "f" 7609 2750339 276.656804852056 2007 "sex"
"prevalence" 2 "f" 4076 2750339 148.199912810748 2007 "sex"
"prevalence" 3 "f" 2015 2750339 73.2636958571289 2007 "sex"
"prevalence" 4 "f" 12387 2750339 450.380843961417 2007 "sex"
"prevalence" 1 "m" 6462 2696734 239.623188642261 2007 "sex"
"prevalence" 2 "m" 4464 2696734 165.533567641451 2007 "sex"
"prevalence" 3 "m" 2260 2696734 83.8050768077237 2007 "sex"
"prevalence" 4 "m" 11995 2696734 444.797299251613 2007 "sex"
"incidence" 1 "f" 387 2750339 14.0709927030813 2007 "sex"
"incidence" 2 "f" 169 2750339 6.14469707188823 2007 "sex"
"incidence" 3 "f" 62 2750339 2.25426756483473 2007 "sex"
"incidence" 4 "f" 594 2750339 21.5973376372876 2007 "sex"
"incidence" 1 "m" 322 2696734 11.940369350481 2007 "sex"
"incidence" 2 "m" 156 2696734 5.7847752132765 2007 "sex"
"incidence" 3 "m" 75 2696734 2.78114192945986 2007 "sex"
"incidence" 4 "m" 527 2696734 19.5421572910046 2007 "sex"
"opr" 1 "f" 84 2750339 3.05416895880835 2007 "sex"
"opr" 2 "f" 102 2750339 3.70863373569585 2007 "sex"
"opr" 3 "f" 146 2750339 5.30843652364309 2007 "sex"
"opr" 4 "f" 332 2750339 12.0712392181473 2007 "sex"
"opr" 1 "m" 110 2696734 4.07900816320779 2007 "sex"
"opr" 2 "m" 159 2696734 5.8960208904549 2007 "sex"
"opr" 3 "m" 264 2696734 9.7896195916987 2007 "sex"
"opr" 4 "m" 533 2696734 19.7646486453614 2007 "sex"
"opr_patients" 1 "f" 82 2750339 2.98145065026529 2007 "sex"
"opr_patients" 2 "f" 90 2750339 3.27232388443752 2007 "sex"
"opr_patients" 3 "f" 120 2750339 4.36309851258336 2007 "sex"
"opr_patients" 4 "f" 292 2750339 10.6168730472862 2007 "sex"
"opr_patients" 1 "m" 97 2696734 3.59694356210142 2007 "sex"
"opr_patients" 2 "m" 133 2696734 4.93189168824215 2007 "sex"
"opr_patients" 3 "m" 174 2696734 6.45224927634687 2007 "sex"
"opr_patients" 4 "m" 404 2696734 14.9810845266904 2007 "sex"
"prevalence" 1 "f" 8045 2763018 291.167122327831 2008 "sex"
"prevalence" 2 "f" 4310 2763018 155.98884987358 2008 "sex"
"prevalence" 3 "f" 2082 2763018 75.3523864122492 2008 "sex"
"prevalence" 4 "f" 13068 2763018 472.96108820138 2008 "sex"
"prevalence" 1 "m" 6810 2712661 251.045007098196 2008 "sex"
"prevalence" 2 "m" 4674 2712661 172.303137030392 2008 "sex"
"prevalence" 3 "m" 2326 2712661 85.7460626300153 2008 "sex"
"prevalence" 4 "m" 12570 2712661 463.382634247331 2008 "sex"
"incidence" 1 "f" 366 2763018 13.2463849312599 2008 "sex"
"incidence" 2 "f" 206 2763018 7.45561556240314 2008 "sex"
"incidence" 3 "f" 82 2763018 2.96776930153911 2008 "sex"
"incidence" 4 "f" 629 2763018 22.7649620813183 2008 "sex"
"incidence" 1 "m" 386 2712661 14.2295701527025 2008 "sex"
"incidence" 2 "m" 198 2712661 7.29910593325152 2008 "sex"
"incidence" 4 "m" 647 2712661 23.8511188828976 2008 "sex"
"incidence" 3 "m" 90 622994 14.4463670597149 2008 "sex"
"opr" 1 "f" 94 2763018 3.40207700420337 2008 "sex"
"opr" 2 "f" 101 2763018 3.65542316409086 2008 "sex"
"opr" 3 "f" 150 2763018 5.42884628330326 2008 "sex"
"opr" 4 "f" 345 2763018 12.4863464515975 2008 "sex"
"opr" 1 "m" 87 2712661 3.20718291006506 2008 "sex"
"opr" 2 "m" 144 2712661 5.30844067872838 2008 "sex"
"opr" 3 "m" 209 2712661 7.70461181843216 2008 "sex"
"opr" 4 "m" 440 2712661 16.2202354072256 2008 "sex"
"opr_patients" 1 "f" 93 2763018 3.36588469564802 2008 "sex"
"opr_patients" 2 "f" 88 2763018 3.18492315287124 2008 "sex"
"opr_patients" 3 "f" 125 2763018 4.52403856941938 2008 "sex"
"opr_patients" 4 "f" 306 2763018 11.0748464179386 2008 "sex"
"opr_patients" 1 "m" 82 2712661 3.02286205316477 2008 "sex"
"opr_patients" 2 "m" 119 2712661 4.38683639422692 2008 "sex"
"opr_patients" 3 "m" 158 2712661 5.82453907804919 2008 "sex"
"opr_patients" 4 "m" 359 2712661 13.2342375254409 2008 "sex"
"prevalence" 1 "f" 8453 2779277 304.143847482637 2009 "sex"
"prevalence" 2 "f" 4585 2779277 164.970961872458 2009 "sex"
"prevalence" 3 "f" 2197 2779277 79.0493354926479 2009 "sex"
"prevalence" 4 "f" 13772 2779277 495.524555486913 2009 "sex"
"prevalence" 1 "m" 7216 2731966 264.132130487715 2009 "sex"
"prevalence" 2 "m" 4938 2731966 180.748955148051 2009 "sex"
"prevalence" 3 "m" 2437 2731966 89.2031599221952 2009 "sex"
"prevalence" 4 "m" 13264 2731966 485.511166683626 2009 "sex"
"incidence" 1 "f" 403 2779277 14.500173966107 2009 "sex"
"incidence" 2 "f" 189 2779277 6.80032972604026 2009 "sex"
"incidence" 3 "f" 94 2779277 3.3821745727396 2009 "sex"
"incidence" 4 "f" 660 2779277 23.7471831702993 2009 "sex"
"incidence" 1 "m" 380 2731966 13.9093971154839 2009 "sex"
"incidence" 2 "m" 207 2731966 7.57696106027674 2009 "sex"
"incidence" 3 "m" 86 2731966 3.14791618929372 2009 "sex"
"incidence" 4 "m" 649 2731966 23.7557861261817 2009 "sex"
"opr" 1 "f" 124 2779277 4.46159198957139 2009 "sex"
"opr" 2 "f" 114 2779277 4.10178618396079 2009 "sex"
"opr" 3 "f" 146 2779277 5.2531647619147 2009 "sex"
"opr" 4 "f" 384 2779277 13.8165429354469 2009 "sex"
"opr" 1 "m" 94 2731966 3.44074560225127 2009 "sex"
"opr" 2 "m" 153 2731966 5.60036252281324 2009 "sex"
"opr" 3 "m" 208 2731966 7.61356473689643 2009 "sex"
"opr" 4 "m" 455 2731966 16.6546728619609 2009 "sex"
"opr_patients" 1 "f" 119 2779277 4.28168908676609 2009 "sex"
"opr_patients" 2 "f" 91 2779277 3.27423283105642 2009 "sex"
"opr_patients" 3 "f" 109 2779277 3.9218832811555 2009 "sex"
"opr_patients" 4 "f" 319 2779277 11.477805198978 2009 "sex"
"opr_patients" 1 "m" 88 2731966 3.22112354253311 2009 "sex"
"opr_patients" 2 "m" 121 2731966 4.42904487098302 2009 "sex"
"opr_patients" 3 "m" 156 2731966 5.71017355267232 2009 "sex"
"opr_patients" 4 "m" 365 2731966 13.3603419661885 2009 "sex"
"prevalence" 1 "f" 8920 2791320 319.562070991502 2010 "sex"
"prevalence" 2 "f" 4821 2791320 172.713984781394 2010 "sex"
"prevalence" 3 "f" 2295 2791320 82.2191651261769 2010 "sex"
"prevalence" 4 "f" 14514 2791320 519.969046902541 2010 "sex"
"prevalence" 1 "m" 7639 2743309 278.459335058501 2010 "sex"
"prevalence" 2 "m" 5197 2743309 189.442749613696 2010 "sex"
"prevalence" 3 "m" 2535 2743309 92.4066519666578 2010 "sex"
"prevalence" 4 "m" 13991 2743309 510.004523733929 2010 "sex"
"incidence" 1 "f" 408 2791320 14.6167404668759 2010 "sex"
"incidence" 2 "f" 201 2791320 7.20089420059327 2010 "sex"
"incidence" 3 "f" 80 2791320 2.86602754252468 2010 "sex"
"incidence" 4 "f" 663 2791320 23.7522032586733 2010 "sex"
"incidence" 1 "m" 388 2743309 14.1435033384865 2010 "sex"
"incidence" 2 "m" 200 2743309 7.29046563839509 2010 "sex"
"incidence" 3 "m" 102 2743309 3.7181374755815 2010 "sex"
"incidence" 4 "m" 664 2743309 24.2043459194717 2010 "sex"
"opr" 1 "f" 102 2791320 3.65418511671897 2010 "sex"
"opr" 2 "f" 84 2791320 3.00932891965092 2010 "sex"
"opr" 3 "f" 153 2791320 5.48127767507846 2010 "sex"
"opr" 4 "f" 339 2791320 12.1447917114483 2010 "sex"
"opr" 1 "m" 118 2743309 4.3013747266531 2010 "sex"
"opr" 2 "m" 144 2743309 5.24913525964447 2010 "sex"
"opr" 3 "m" 224 2743309 8.1653215150025 2010 "sex"
"opr" 4 "m" 486 2743309 17.7158315013001 2010 "sex"
"opr_patients" 1 "f" 95 2791320 3.40340770674806 2010 "sex"
"opr_patients" 2 "f" 69 2791320 2.47194875542754 2010 "sex"
"opr_patients" 3 "f" 111 2791320 3.976613215253 2010 "sex"
"opr_patients" 4 "f" 275 2791320 9.8519696774286 2010 "sex"
"opr_patients" 1 "m" 106 2743309 3.8639467883494 2010 "sex"
"opr_patients" 2 "m" 121 2743309 4.41073171122903 2010 "sex"
"opr_patients" 3 "m" 152 2743309 5.54075388518027 2010 "sex"
"opr_patients" 4 "m" 379 2743309 13.8154323847587 2010 "sex"
"prevalence" 1 "f" 9346 2803897 333.32180176376 2011 "sex"
"prevalence" 2 "f" 5044 2803897 179.892485351637 2011 "sex"
"prevalence" 3 "f" 2404 2803897 85.7378141921761 2011 "sex"
"prevalence" 4 "f" 15216 2803897 542.673286500895 2011 "sex"
"prevalence" 1 "m" 8062 2756614 292.460242892186 2011 "sex"
"prevalence" 2 "m" 5426 2756614 196.835683196849 2011 "sex"
"prevalence" 3 "m" 2651 2756614 96.1687055206133 2011 "sex"
"prevalence" 4 "m" 14691 2756614 532.936421276247 2011 "sex"
"incidence" 1 "f" 361 2803897 12.874937988093 2011 "sex"
"incidence" 2 "f" 187 2803897 6.66928920712851 2011 "sex"
"incidence" 3 "f" 82 2803897 2.92450114964993 2011 "sex"
"incidence" 4 "f" 607 2803897 21.6484414370428 2011 "sex"
"incidence" 1 "m" 388 2756614 14.0752386804972 2011 "sex"
"incidence" 2 "m" 203 2756614 7.36410683541475 2011 "sex"
"incidence" 3 "m" 109 2756614 3.95412633034585 2011 "sex"
"incidence" 4 "m" 672 2756614 24.3777329724075 2011 "sex"
"opr" 1 "f" 124 2803897 4.42241637264136 2011 "sex"
"opr" 2 "f" 100 2803897 3.56646481664626 2011 "sex"
"opr" 3 "f" 159 2803897 5.67067905846755 2011 "sex"
"opr" 4 "f" 383 2803897 13.6595602477552 2011 "sex"
"opr" 1 "m" 107 2756614 3.88157355364226 2011 "sex"
"opr" 2 "m" 175 2756614 6.34836796156444 2011 "sex"
"opr" 3 "m" 162 2756614 5.87677491299108 2011 "sex"
"opr" 4 "m" 444 2756614 16.1067164281978 2011 "sex"
"opr_patients" 1 "f" 117 2803897 4.17276383547613 2011 "sex"
"opr_patients" 2 "f" 87 2803897 3.10282439048225 2011 "sex"
"opr_patients" 3 "f" 111 2803897 3.95877594647735 2011 "sex"
"opr_patients" 4 "f" 315 2803897 11.2343641724357 2011 "sex"
"opr_patients" 1 "m" 99 2756614 3.59136244682788 2011 "sex"
"opr_patients" 2 "m" 133 2756614 4.82475965078897 2011 "sex"
"opr_patients" 3 "m" 124 2756614 4.4982721556228 2011 "sex"
"opr_patients" 4 "m" 356 2756614 12.9143942532397 2011 "sex"
"prevalence" 1 "f" 9765 2813610 347.063025792487 2012 "sex"
"prevalence" 2 "f" 5290 2813610 188.014685759576 2012 "sex"
"prevalence" 3 "f" 2496 2813610 88.7116551334407 2012 "sex"
"prevalence" 4 "f" 15926 2813610 566.03438287467 2012 "sex"
"prevalence" 1 "m" 8460 2766808 305.767512599356 2012 "sex"
"prevalence" 2 "m" 5695 2766808 205.832858658787 2012 "sex"
"prevalence" 3 "m" 2747 2766808 99.2840847648265 2012 "sex"
"prevalence" 4 "m" 15401 2766808 556.634215312374 2012 "sex"
"incidence" 1 "f" 384 2813610 13.6479469436063 2012 "sex"
"incidence" 2 "f" 203 2813610 7.21493028529185 2012 "sex"
"incidence" 3 "f" 87 2813610 3.09211297941079 2012 "sex"
"incidence" 4 "f" 643 2813610 22.8532028248407 2012 "sex"
"incidence" 1 "m" 389 2766808 14.0595227424527 2012 "sex"
"incidence" 2 "m" 182 2766808 6.57797722140459 2012 "sex"
"incidence" 3 "m" 105 2766808 3.79498685850265 2012 "sex"
"incidence" 4 "m" 649 2766808 23.4566330587449 2012 "sex"
"opr" 1 "f" 122 2813610 4.3360664768749 2012 "sex"
"opr" 2 "f" 110 2813610 3.90956813488721 2012 "sex"
"opr" 3 "f" 140 2813610 4.97581398985645 2012 "sex"
"opr" 4 "f" 372 2813610 13.2214486016186 2012 "sex"
"opr" 1 "m" 117 2766808 4.22869964233152 2012 "sex"
"opr" 2 "m" 166 2766808 5.99969350963276 2012 "sex"
"opr" 3 "m" 191 2766808 6.90326180927625 2012 "sex"
"opr" 4 "m" 474 2766808 17.1316549612405 2012 "sex"
"opr_patients" 1 "f" 120 2813610 4.26498341987696 2012 "sex"
"opr_patients" 2 "f" 84 2813610 2.98548839391387 2012 "sex"
"opr_patients" 3 "f" 102 2813610 3.62523590689541 2012 "sex"
"opr_patients" 4 "f" 306 2813610 10.8757077206862 2012 "sex"
"opr_patients" 1 "m" 102 2766808 3.68655866254543 2012 "sex"
"opr_patients" 2 "m" 130 2766808 4.69855515814614 2012 "sex"
"opr_patients" 3 "m" 155 2766808 5.60212345778963 2012 "sex"
"opr_patients" 4 "m" 387 2766808 13.9872372784812 2012 "sex"
"prevalence" 1 "f" 10170 2823653 360.171734983017 2013 "sex"
"prevalence" 2 "f" 5548 2823653 196.483066439113 2013 "sex"
"prevalence" 3 "f" 2590 2823653 91.7251517803356 2013 "sex"
"prevalence" 4 "f" 16623 2823653 588.705481870471 2013 "sex"
"prevalence" 1 "m" 8903 2778870 320.38202578746 2013 "sex"
"prevalence" 2 "m" 5948 2778870 214.043837962913 2013 "sex"
"prevalence" 3 "m" 2852 2778870 102.631645237093 2013 "sex"
"prevalence" 4 "m" 16142 2778870 580.883596569829 2013 "sex"
"incidence" 1 "f" 367 2823653 12.997347761924 2013 "sex"
"incidence" 2 "f" 191 2823653 6.76428725484328 2013 "sex"
"incidence" 3 "f" 68 2823653 2.40822792319028 2013 "sex"
"incidence" 4 "f" 606 2823653 21.4615606096075 2013 "sex"
"incidence" 1 "m" 331 2778870 11.9113164703639 2013 "sex"
"incidence" 2 "m" 187 2778870 6.72935401800012 2013 "sex"
"incidence" 3 "m" 93 2778870 3.34668408381824 2013 "sex"
"incidence" 4 "m" 583 2778870 20.9797507620004 2013 "sex"
"opr" 1 "f" 105 2823653 3.71858723433793 2013 "sex"
"opr" 2 "f" 104 2823653 3.68317211782043 2013 "sex"
"opr" 3 "f" 127 2823653 4.49771979772302 2013 "sex"
"opr" 4 "f" 336 2823653 11.8994791498814 2013 "sex"
"opr" 1 "m" 120 2778870 4.31830204363644 2013 "sex"
"opr" 2 "m" 182 2778870 6.54942476618194 2013 "sex"
"opr" 3 "m" 201 2778870 7.23315592309104 2013 "sex"
"opr" 4 "m" 503 2778870 18.1008827329094 2013 "sex"
"opr_patients" 1 "f" 99 2823653 3.50609653523291 2013 "sex"
"opr_patients" 2 "f" 81 2823653 2.86862443791783 2013 "sex"
"opr_patients" 3 "f" 94 2823653 3.32902095264539 2013 "sex"
"opr_patients" 4 "f" 274 2823653 9.70374192579612 2013 "sex"
"opr_patients" 1 "m" 101 2778870 3.63457088672734 2013 "sex"
"opr_patients" 2 "m" 139 2778870 5.00203320054555 2013 "sex"
"opr_patients" 3 "m" 161 2778870 5.79372190854556 2013 "sex"
"opr_patients" 4 "m" 401 2778870 14.4303259958184 2013 "sex"
"prevalence" 1 "f" 10563 2834849 372.612438969412 2014 "sex"
"prevalence" 2 "f" 5803 2834849 204.702261037537 2014 "sex"
"prevalence" 3 "f" 2668 2834849 94.1143602357656 2014 "sex"
"prevalence" 4 "f" 17292 2834849 609.979579159243 2014 "sex"
"prevalence" 1 "m" 9278 2792297 332.271244785207 2014 "sex"
"prevalence" 2 "m" 6284 2792297 225.0476937088 2014 "sex"
"prevalence" 3 "m" 2954 2792297 105.791038703977 2014 "sex"
"prevalence" 4 "m" 16901 2792297 605.272290161111 2014 "sex"
"incidence" 1 "f" 379 2834849 13.3693187891136 2014 "sex"
"incidence" 2 "f" 204 2834849 7.19615048279467 2014 "sex"
"incidence" 3 "f" 79 2834849 2.7867445497097 2014 "sex"
"incidence" 4 "f" 635 2834849 22.3997821400717 2014 "sex"
"incidence" 1 "m" 352 2792297 12.6061088773866 2014 "sex"
"incidence" 2 "m" 212 2792297 7.59231557388057 2014 "sex"
"incidence" 3 "m" 96 2792297 3.43802969383271 2014 "sex"
"incidence" 4 "m" 638 2792297 22.8485723402632 2014 "sex"
"opr" 1 "f" 108 2834849 3.80972672618542 2014 "sex"
"opr" 2 "f" 118 2834849 4.16247920083221 2014 "sex"
"opr" 3 "f" 134 2834849 4.72688316026709 2014 "sex"
"opr" 4 "f" 360 2834849 12.6990890872847 2014 "sex"
"opr" 1 "m" 130 2792297 4.65566521039846 2014 "sex"
"opr" 2 "m" 195 2792297 6.9834978155977 2014 "sex"
"opr" 3 "m" 190 2792297 6.80443376904391 2014 "sex"
"opr" 4 "m" 515 2792297 18.4435967950401 2014 "sex"
"opr_patients" 1 "f" 97 2834849 3.42169900407394 2014 "sex"
"opr_patients" 2 "f" 88 2834849 3.10422177689182 2014 "sex"
"opr_patients" 3 "f" 93 2834849 3.28059801421522 2014 "sex"
"opr_patients" 4 "f" 278 2834849 9.80651879518098 2014 "sex"
"opr_patients" 1 "m" 110 2792297 3.93940902418332 2014 "sex"
"opr_patients" 2 "m" 158 2792297 5.65842387109967 2014 "sex"
"opr_patients" 3 "m" 131 2792297 4.69147801970922 2014 "sex"
"opr_patients" 4 "m" 399 2792297 14.2893109149922 2014 "sex"
"prevalence" 1 "f" 10995 2848600 385.97907744155 2015 "sex"
"prevalence" 2 "f" 6082 2848600 213.508390086358 2015 "sex"
"prevalence" 3 "f" 2750 2848600 96.5386505651899 2015 "sex"
"prevalence" 4 "f" 18013 2848600 632.345713683915 2015 "sex"
"prevalence" 1 "m" 9691 2811040 344.747851329045 2015 "sex"
"prevalence" 2 "m" 6657 2811040 236.816267288975 2015 "sex"
"prevalence" 3 "m" 3057 2811040 108.749786555865 2015 "sex"
"prevalence" 4 "m" 17741 2811040 631.118731857249 2015 "sex"
"incidence" 1 "f" 415 2848600 14.5685599943832 2015 "sex"
"incidence" 2 "f" 213 2848600 7.47735729832198 2015 "sex"
"incidence" 3 "f" 92 2848600 3.22965667345363 2015 "sex"
"incidence" 4 "f" 696 2848600 24.4330548339535 2015 "sex"
"incidence" 1 "m" 350 2811040 12.4509078490523 2015 "sex"
"incidence" 2 "m" 262 2811040 9.3203938755763 2015 "sex"
"incidence" 3 "m" 79 2811040 2.81034777164324 2015 "sex"
"incidence" 4 "m" 672 2811040 23.9057430701804 2015 "sex"
"opr" 1 "f" 110 2848600 3.8615460226076 2015 "sex"
"opr" 2 "f" 121 2848600 4.24770062486836 2015 "sex"
"opr" 3 "f" 141 2848600 4.9497999017061 2015 "sex"
"opr" 4 "f" 372 2848600 13.0590465491821 2015 "sex"
"opr" 1 "m" 98 2811040 3.48625419773465 2015 "sex"
"opr" 2 "m" 206 2811040 7.32824861972793 2015 "sex"
"opr" 3 "m" 198 2811040 7.04365644032102 2015 "sex"
"opr" 4 "m" 502 2811040 17.8581592577836 2015 "sex"
"opr_patients" 1 "f" 105 2848600 3.68602120339816 2015 "sex"
"opr_patients" 2 "f" 103 2848600 3.61581127571439 2015 "sex"
"opr_patients" 3 "f" 95 2848600 3.33497156497929 2015 "sex"
"opr_patients" 4 "f" 303 2848600 10.6368040440918 2015 "sex"
"opr_patients" 1 "m" 91 2811040 3.2372360407536 2015 "sex"
"opr_patients" 2 "m" 168 2811040 5.97643576754511 2015 "sex"
"opr_patients" 3 "m" 129 2811040 4.58904889293642 2015 "sex"
"opr_patients" 4 "m" 388 2811040 13.8027207012351 2015 "sex"
"prevalence" 1 "f" 11446 2869257 398.918605060474 2016 "sex"
"prevalence" 2 "f" 6372 2869257 222.07839869346 2016 "sex"
"prevalence" 3 "f" 2854 2869257 99.4682595529086 2016 "sex"
"prevalence" 4 "f" 18804 2869257 655.361300852451 2016 "sex"
"prevalence" 1 "m" 10066 2837872 354.702396725434 2016 "sex"
"prevalence" 2 "m" 7101 2837872 250.222702080996 2016 "sex"
"prevalence" 3 "m" 3127 2837872 110.18819735351 2016 "sex"
"prevalence" 4 "m" 18585 2837872 654.892116346333 2016 "sex"
"incidence" 1 "f" 401 2869257 13.9757435461515 2016 "sex"
"incidence" 2 "f" 179 2869257 6.23854886474094 2016 "sex"
"incidence" 3 "f" 65 2869257 2.26539483915174 2016 "sex"
"incidence" 4 "f" 634 2869257 22.0963127388031 2016 "sex"
"incidence" 1 "m" 379 2837872 13.3550773255453 2016 "sex"
"incidence" 2 "m" 227 2837872 7.99895132690974 2016 "sex"
"incidence" 3 "m" 67 2837872 2.3609239599249 2016 "sex"
"incidence" 4 "m" 658 2837872 23.1863875467252 2016 "sex"
"opr" 1 "f" 119 2869257 4.14741516706241 2016 "sex"
"opr" 2 "f" 104 2869257 3.62463174264278 2016 "sex"
"opr" 3 "f" 143 2869257 4.98386864613382 2016 "sex"
